Code,activity value required?,data category,ert valid,last inventory year,last updated date,map to,option group,option set,scc level four,scc level one,scc level three,scc level two,sector,short name,status,tier 1 code,tier 1 description,tier 2 code,tier 2 description,tier 3 code,tier 3 description,usage notes
30200410,No,Point,Yes,,3/20/2012,,,,"General - Entire Process, Sum of Typical Equip Used",Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200411,No,Point,Yes,,3/20/2012,,,,"Burr Machine Cleaner ** (use SCCs 3-02-004-20, 21, & 22)",Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200412,No,Point,Yes,,3/20/2012,,,,"Stick Machine Cleaner ** (use SCCs 3-02-004-20, 21, & 22)",Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200415,No,Point,Yes,,3/20/2012,,,,"Drying ** (use SCCs 3-02-004-20, 21, & 22)",Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200420,No,Point,Yes,,3/20/2012,,,,No. 1 Dryer and Cleaner,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200421,No,Point,Yes,,3/20/2012,,,,No. 2 Dryer and Cleaner,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200422,No,Point,Yes,,3/20/2012,,,,No. 3 Dryer and Cleaner,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200425,No,Point,Yes,,3/20/2012,,,,Overflow Fan,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200430,No,Point,Yes,,3/20/2012,,,,Cyclone Robber System,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200435,No,Point,Yes,,3/20/2012,,,,Mote Fan,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200436,No,Point,Yes,,3/20/2012,,,,Mote Trash Fan,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200499,No,Point,Yes,,3/20/2012,,,,Not Classified **,Industrial Processes,Cotton Ginning,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200501,No,Point,Yes,,3/20/2012,,,,Shipping/Receiving **,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200502,No,Point,Yes,,3/20/2012,,,,Transfer/Convey **,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200503,No,Point,Yes,,3/20/2012,,,,Cleaning,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200504,No,Point,Yes,,3/20/2012,,,,Drying,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200505,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200506,No,Point,Yes,,3/20/2012,,,,Loading (Shipping),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200507,No,Point,Yes,,3/20/2012,,,,Removal from Bins (Tunnel Belt),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200508,No,Point,Yes,,3/20/2012,,,,Elevator Legs (Headhouse),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200509,No,Point,Yes,,3/20/2012,,,,Tripper (Gallery Belt),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200510,No,Point,Yes,2005,3/20/2012,30200507,,,Removal from Bins (Tunnel Belt),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200511,No,Point,Yes,2005,3/20/2012,30200508,,,Elevator Legs (Headhouse),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200512,No,Point,Yes,,3/20/2012,,,,Country Elevators: General,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200513,No,Point,Yes,,3/20/2012,,,,Fumigation Tanks,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200514,No,Point,Yes,2005,3/20/2012,30200526,,,General,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200515,No,Point,Yes,2005,3/20/2012,30200503,,,Cleaning,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200516,No,Point,Yes,,3/20/2012,,,,Loading,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200517,No,Point,Yes,,3/20/2012,,,,Turning,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200518,No,Point,Yes,2005,3/20/2012,30200517,,,Turning,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200519,No,Point,Yes,,3/20/2012,,,,Tripper (Gallery),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200520,No,Point,Yes,,3/20/2012,,,,Batch Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200521,No,Point,Yes,,3/20/2012,,,,Cross-flow Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200522,No,Point,Yes,,3/20/2012,,,,Counter-flow Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200523,No,Point,Yes,2005,3/20/2012,30200520,,,Batch Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200524,No,Point,Yes,2005,3/20/2012,30200521,,,Cross-flow Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200525,No,Point,Yes,2005,3/20/2012,30200522,,,Counter-flow Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200526,No,Point,Yes,,3/20/2012,,,,General,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200527,No,Point,Yes,,3/20/2012,,,,Grain Drying - Column Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200528,No,Point,Yes,,3/20/2012,,,,Grain Drying - Rack Dryer,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200530,No,Point,Yes,,3/20/2012,,,,"Headhouse & Internal Handling (legs, belts, distributors, scale, etc.)",Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200531,No,Point,Yes,,3/20/2012,,,,Fugitive Emissions: General,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200532,No,Point,Yes,,3/20/2012,,,,Fugitive Emissions: Shipping/Receiving,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200537,No,Point,Yes,,3/20/2012,,,,Grain Cleaning - Internal Vibrating,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200538,No,Point,Yes,,3/20/2012,,,,Grain Cleaning - Stationary Enclosed,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200540,No,Point,Yes,,3/20/2012,,,,Storage Bin Vents,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,99,Other,
30200550,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Trucks (unspecified type),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200551,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Straight Trucks,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200552,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Hopper Trucks,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200553,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Railcars,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200554,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Barges - Unspecified (see -56 and -57),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200555,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Ships,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200556,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Barges - Continuous Barge Unloader,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200557,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving) from Barges - Marine Leg,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200560,No,Point,Yes,,3/20/2012,,,,Loading (Shipping) into Trucks (unspecified type),Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200561,No,Point,Yes,,3/20/2012,,,,Loading (Shipping) into Straight Trucks,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200562,No,Point,Yes,,3/20/2012,,,,Loading (Shipping) into Hopper Trucks,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200563,No,Point,Yes,,3/20/2012,,,,Loading (Shipping) into Railcars,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200564,No,Point,Yes,,3/20/2012,,,,Loading (Shipping) into Barges,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200565,No,Point,Yes,,3/20/2012,,,,Loading (Shipping) into Ships,Industrial Processes,Feed and Grain Terminal Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200601,No,Point,Yes,,3/20/2012,,,,Shipping/Receiving **,Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",1,Country Elevators,
30200602,No,Point,Yes,,3/20/2012,,,,Transfer/Convey **,Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",1,Country Elevators,
30200603,No,Point,Yes,,3/20/2012,,,,Cleaning,Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",1,Country Elevators,
30200604,No,Point,Yes,,3/20/2012,,,,Drying,Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",1,Country Elevators,
30200605,No,Point,Yes,,3/20/2012,,,,Unloading (Receiving),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200606,No,Point,Yes,,3/20/2012,,,,Loading (Shipping),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200607,No,Point,Yes,,3/20/2012,,,,Removal from Bins (Tunnel Belt),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200608,No,Point,Yes,,3/20/2012,,,,Elevator Legs (Headhouse),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200609,No,Point,Yes,,3/20/2012,,,,Tripper (Gallery Belt),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200610,No,Point,Yes,2005,3/20/2012,30200607,,,Removal from Bins (Tunnel Belt),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200611,No,Point,Yes,2005,3/20/2012,30200608,,,Elevator Legs (Headhouse),Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",1,Country Elevators,
30200699,No,Point,Yes,,3/20/2012,,,,General,Industrial Processes,Feed and Grain Country Elevators,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",1,Country Elevators,
30200701,No,Point,Yes,2005,3/20/2012,30200730,,,General **,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200702,No,Point,Yes,2005,3/20/2012,30200730,,,General **,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200703,No,Point,Yes,,3/20/2012,,,,Barley Cleaning,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200704,No,Point,Yes,,3/20/2012,,,,Milo Cleaning,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200705,No,Point,Yes,,3/20/2012,,,,Barley Flour Mill,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200706,No,Point,Yes,,3/20/2012,,,,Barley: Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200707,No,Point,Yes,,3/20/2012,,,,Barley: Bulk Loading,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,99,Other,
30200708,No,Point,Yes,,3/20/2012,,,,Barley Malting: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200709,No,Point,Yes,,3/20/2012,,,,Barley Malting: Gas-fired Malt Kiln,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200710,No,Point,Yes,,3/20/2012,,,,Milo: Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200711,No,Point,Yes,,3/20/2012,,,,Durum Milling: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200712,No,Point,Yes,,3/20/2012,,,,Durum Milling: Precleaning/Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200713,No,Point,Yes,,3/20/2012,,,,Durum Milling: Cleaning House,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200714,No,Point,Yes,,3/20/2012,,,,Durum Milling: Millhouse,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200721,No,Point,Yes,,3/20/2012,,,,Rye: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200722,No,Point,Yes,,3/20/2012,,,,Rye: Precleaning/Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200723,No,Point,Yes,,3/20/2012,,,,Rye: Cleaning House,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200724,No,Point,Yes,,3/20/2012,,,,Rye: Millhouse,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200730,No,Point,Yes,,3/20/2012,,,,General **,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",5,Wheat Mills,
30200731,No,Point,Yes,,3/20/2012,,,,Wheat: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200732,No,Point,Yes,,3/20/2012,,,,Wheat: Precleaning/Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",5,Wheat Mills,
30200733,No,Point,Yes,,3/20/2012,,,,Wheat: Cleaning House,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",5,Wheat Mills,
30200734,No,Point,Yes,,3/20/2012,,,,Wheat: Millhouse,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",5,Wheat Mills,
30200740,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Silo Storage,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",2,Terminal Elevators,
30200741,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,12,Bulk Materials Transport,99,Other,
30200742,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Grain Drying,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200743,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Precleaning/Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200744,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Cleaning House,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200745,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Degerming and Milling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200746,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Bulk Loading,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,99,Other,
30200747,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Pneumatic Conveyor,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200748,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Grinding,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200751,No,Point,Yes,,3/20/2012,,,,Wet Corn Milling: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200752,No,Point,Yes,,3/20/2012,,,,Wet Corn Milling: Grain Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200753,No,Point,Yes,,3/20/2012,,,,Wet Corn Milling: Grain Cleaning,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200754,No,Point,Yes,,3/20/2012,,,,Wet Corn Milling: Dryers,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200755,No,Point,Yes,,3/20/2012,,,,Wet Corn Milling: Bulk Loading,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200756,No,Point,Yes,,3/20/2012,,,,Wet Corn Milling: Milling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200757,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Mixing Tank,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
